NRC,id_aula,url
4034,32975,https://platform.ecala.net/course/view.php?id=32975
3666,32984,https://platform.ecala.net/course/view.php?id=32984
3579,32983,https://platform.ecala.net/course/view.php?id=32983
3380,32982,https://platform.ecala.net/course/view.php?id=32982
4108,32977,https://platform.ecala.net/course/view.php?id=32977
4096,32976,https://platform.ecala.net/course/view.php?id=32976
4781,37428,https://platform.ecala.net/course/view.php?id=37428
4782,37429,https://platform.ecala.net/course/view.php?id=37429
4780,37427,https://platform.ecala.net/course/view.php?id=37427
3393,32937,https://platform.ecala.net/course/view.php?id=32937
3697,32931,https://platform.ecala.net/course/view.php?id=32931
3973,33184,https://platform.ecala.net/course/view.php?id=33184
4075,33185,https://platform.ecala.net/course/view.php?id=33185
4631,37348,https://platform.ecala.net/course/view.php?id=37348
4083,33179,https://platform.ecala.net/course/view.php?id=33179
4036,33178,https://platform.ecala.net/course/view.php?id=33178
4659,37287,https://platform.ecala.net/course/view.php?id=37287
4648,37276,https://platform.ecala.net/course/view.php?id=37276
4649,37277,https://platform.ecala.net/course/view.php?id=37277
3953,33183,https://platform.ecala.net/course/view.php?id=33183
4650,37278,https://platform.ecala.net/course/view.php?id=37278
4652,37280,https://platform.ecala.net/course/view.php?id=37280
4041,33180,https://platform.ecala.net/course/view.php?id=33180
3898,33181,https://platform.ecala.net/course/view.php?id=33181
4651,37279,https://platform.ecala.net/course/view.php?id=37279
4620,36607,https://platform.ecala.net/course/view.php?id=36607
4621,37248,https://platform.ecala.net/course/view.php?id=37248
4619,36606,https://platform.ecala.net/course/view.php?id=36606
3598,34004,https://platform.ecala.net/course/view.php?id=34004
3605,33886,https://platform.ecala.net/course/view.php?id=33886
3811,33305,https://platform.ecala.net/course/view.php?id=33305
3608,33358,https://platform.ecala.net/course/view.php?id=33358
3527,33442,https://platform.ecala.net/course/view.php?id=33442
3844,33199,https://platform.ecala.net/course/view.php?id=33199
3526,33513,https://platform.ecala.net/course/view.php?id=33513
3599,33254,https://platform.ecala.net/course/view.php?id=33254
3878,33250,https://platform.ecala.net/course/view.php?id=33250
3843,33176,https://platform.ecala.net/course/view.php?id=33176
3618,33170,https://platform.ecala.net/course/view.php?id=33170
3752,33172,https://platform.ecala.net/course/view.php?id=33172
3693,33171,https://platform.ecala.net/course/view.php?id=33171
4699,37327,https://platform.ecala.net/course/view.php?id=37327
4703,37331,https://platform.ecala.net/course/view.php?id=37331
4706,37334,https://platform.ecala.net/course/view.php?id=37334
3497,33357,https://platform.ecala.net/course/view.php?id=33357
